sentence	is_actionable
Kipp Flores is working on the construction drawings.	Non-Actionable
Forwarded by Phillip K Allen/HOU/ECT on 09/19/2000 04:35 PM ---------------------------	Non-Actionable
Please review and forward to the appropriate Enron personell for approval.	Actionable
Thus, the additional equity for theimprovement loan would be $0-$184,000.	Non-Actionable
09/27/2000 11:30 AM	Non-Actionable
Let me know in next meeting, what type of deal this was intended to be.	Actionable
The $4,000 per month costs listed in the cash flow as part of land costrepresent the extension fees due to the seller for up to 4 months ofextensions on closing.	Non-Actionable
Why overtime?	Non-Actionable
David, the next matrix to finish, please provide information in box where it asks for location of activities.	Actionable
Update the rates described in the spreadsheet.	Actionable
04:28 PM ---------------------------	Non-Actionable
#29, College Station, TX 77845.	Non-Actionable
"""George Richards"" <cbpres@austin.rr.com> on 09/26/2000 01:18:45 PM"	Non-Actionable
Investigate corruption in the private and public sectors after 20 parliamentarians belonging to parties within the ruling coalition withdrew their support for the motion.	Actionable
60+mpg	Non-Actionable
Jeffrey C Gossett/HOU/ECT@ECT	Non-Actionable
Check out SageOnline where top financial industry professionals answer your questions and ask them about it.	Actionable
Please call your Transportation Administrator for affected receipts and deliveries before it leads to next level.	Actionable
Delete with one simple keystroke and continue the same for the entire project.	Actionable
Liane,	Non-Actionable
Please find below the agenda for the 2002 Plan Review with Stan on Friday, October 12 in 49C2.	Actionable
Please check with Kim on the location and whether future dates are set or not .	Actionable
Please call me to discuss this issue or schedule time to do the same.	Actionable
Forwarded by Phillip K Allen/HOU/ECT on 10/04/2000 04:23 PM	Non-Actionable
This release will befor 90% of the cost with the remaining 10% released one year aftercompletion.	Non-Actionable
Call me after you get this	Actionable
Please use this one instead of the one sent you this morning.	Actionable
Please check your files for any executed agreement on these counterparties and forward them to me for immediate processing.	Actionable
Richard BurchfieldSent by:	Non-Actionable
Perform interconnection studies for new generation.	Actionable
The engineer is preparing atentative site layout with an initial evaluation of the phasing, which cansignificantly reduce the cash equity requirement.	Non-Actionable
- 302 MMcf per year> Gas requirement for 240 microturbines 302 - 403 MMcf per year	Non-Actionable
The General Partnerwill contract with Creekside Builders, LLC to construct the units and thefee to CB will include a construction management and overhead fee equal to15% of the direct hard cost excluding land, financing and sales costs.	Non-Actionable
If the first one shows up you can treat the 2nd as payment for October.	Non-Actionable
Please respond to me as soon as possible with your comments, and please pass it on to anyone else who needs to see it.	Actionable
Make sure the company we are selling to agrees to pay us for the gas and doesn't net this with some other item.	Actionable
Please organize your vacation on the west desk calendar with Ina and coordinate any early afternoon departures with Ina and myself.	Actionable
Ability to view change deal P&L in the TDS deal ticker.	Non-Actionable
"""Buckner, Buck"""	Non-Actionable
Meeting Dates:	Non-Actionable
"""George Richards"""	Non-Actionable
I have estimated the lotimprovement costs based on a 28 lot development we investigated in NorthAustin, which included a detention/retention and filtration pond and streetwidening.	Non-Actionable
Mark, please generate appropriate ad-hoc reporting.	Actionable
Please confirm whether this should in fact and let me know as well.	Actionable
please inform me of an alternate way to schedule an interview so that may talk to someone prior to the May 1, 2001 deadline.	Actionable
What about getting a look at the site plans for the Burnet deal.	Non-Actionable
Please find clean and blackline versions of the exhibits to the CA Energy Development Agreements.	Actionable
Subject:	Non-Actionable
Buy from Tenaska and sell to ANP.	Actionable
Nymex expiration is during this time frame.	Non-Actionable
Hunter S Shively/HOU/ECT	Non-Actionable
I need you to create disincentive for underscheduling for load and generation.	Actionable
Also include the incremental volume you are wishing to transport under the compression agreement.	Actionable
Don Miller, let's make sure we all agree on contracts that have been terminated.	Actionable
Is it used to purchase land for cash?Secure future loans?	Non-Actionable
Please let me know, TJae Tamara, collegue in the Houston office forwarded on message from Kevin that should contact you to set up some telephone interviews with the following people	Actionable
Scott Neal/HOU/ECT	Non-Actionable
Please indicate what is the damage, and what are the steps that are now in place to fix the problem.	Actionable
Make sure the commission change price cap provisions of the decision based comments advising against them.	Actionable
_	Non-Actionable
Hunter S Shively/HOU/ECT@ECT	Non-Actionable
Please check to see if we require one tpa or two seperate ones and let me know the requirement to provide.	Actionable
Please change any of these numbers as is appropriate to reflect October's activities and check.	Actionable
> Accepted----------------------	Non-Actionable
Either email me when you get chance or just give me call sometime this week to discuss on the project plans.	Actionable
Ken, make sure that we are keeping file on Authorized Trader announcements and changes.	Actionable
Call Susan on Friday afternoon to check how things are going.	Actionable
Please go ahead and make the changes you were planning to make and contribute to stimulating the economy.	Actionable
The other issues that have been raised will be capture as projects on to themselves, and will need to be prioritised as efforts outside of this project.	Non-Actionable
Make sure to sell your position either way based on whether you're Faulk owner or not.	Actionable
Please set up the following contract with ENA as agent for Columbia Energy Marketing.	Actionable
improvements?	Non-Actionable
I willknow more on this question later today.	Non-Actionable
I want you guys to make sure that everyone use the correct CP name and the list provided by confirms, tomorrow.	Actionable
Status update:	Non-Actionable
Do you get paid a markup on subcontractors as a  general contractor and paid gain out of profits?	Non-Actionable
please give this list to your new people and tell them to select the physical counterparties on the list.	Actionable
